,Price
1803,1755000.0
1804,686000.0
1805,1300000.0
1806,2000000.0
1807,790000.0
1808,1682000.0
1809,1342000.0
1810,1782800.0
1811,1468000.0
1812,650000.0
1813,1060000.0
1814,1255000.0
1815,900000.0
1816,633000.0
1817,1175000.0
1818,1521000.0
1819,1350000.0
1820,752000.0
1821,1460000.0
1822,745000.0
1823,2150000.0
1824,746000.0
1825,1540000.0
1826,1410000.0
1827,640000.0
1828,1270000.0
1829,900000.0
1830,1250000.0
1831,1410000.0
1832,1100000.0
1833,1485000.0
1835,1000000.0
1836,1591000.0
1837,1465500.0
1838,870000.0
1839,1385000.0
1840,1815000.0
1841,1590000.0
1842,813000.0
1843,1601000.0
1844,1225000.0
1845,700000.0
1846,1325000.0
1847,1732000.0
1848,1253500.0
1849,1642000.0
1850,1530000.0
1851,1170000.0
1852,1390000.0
1853,1471000.0
1854,1750500.0
1855,1750000.0
1856,1775000.0
1857,1702000.0
1858,1588000.0
1859,1238000.0
1861,1340000.0
1862,1322500.0
1863,1088000.0
1864,1180000.0
1865,1032000.0
1866,1523500.0
1867,1580000.0
1868,780000.0
1869,1150000.0
1870,1600000.0
1871,1320000.0
1872,835000.0
1873,930000.0
1874,980000.0
1875,2650000.0
1876,1615000.0
1878,729000.0
1879,2600000.0
1880,1650000.0
1881,2860000.0
1882,950000.0
1883,1987000.0
1884,683000.0
1885,1690000.0
1886,717000.0
1887,1300000.0
1888,2950000.0
1889,2600000.0
1890,892000.0
1891,2090000.0
1892,1250000.0
1893,2000000.0
1894,1302000.0
1895,1622000.0
1896,620000.0
1897,2000000.0
1899,1780000.0
1900,2250000.0
1901,1800000.0
1902,2700000.0
1903,805000.0
1904,2228000.0
1906,1602500.0
1907,1515000.0
1908,1800000.0
1909,1185000.0
1910,2177000.0
1911,2155000.0
1913,1470000.0
1914,820000.0
1915,2105000.0
1916,1750000.0
1917,2800000.0
1918,1175000.0
1919,2220000.0
1920,2015000.0
1923,2125000.0
1924,2030000.0
1925,2000000.0
1926,2250000.0
1927,2740000.0
1928,1930000.0
1929,2570000.0
1930,2216000.0
1931,2110000.0
1932,855000.0
1933,2513000.0
1934,1900000.0
1935,1620000.0
1937,1980000.0
1938,1402000.0
1939,1905000.0
1941,2990000.0
1942,1855000.0
1943,1500000.0
1944,677000.0
1946,1171000.0
1947,1775000.0
1948,2361000.0
1949,1900000.0
1950,1622000.0
1951,1290000.0
1952,2200000.0
1953,1650000.0
1954,881000.0
1956,1830000.0
1957,2400000.0
1958,2500000.0
1960,692500.0
1961,2835000.0
1962,2770000.0
1963,2450000.0
1964,2850000.0
1965,2800000.0
1966,2385000.0
1967,2950000.0
1968,1587500.0
1969,1550000.0
1970,2375000.0
1971,2900000.0
1972,2200000.0
1973,2620000.0
1974,1305000.0
1976,2930000.0
1977,2950000.0
1979,2350000.0
1980,1680000.0
1981,1640000.0
1982,1680000.0
1984,1385000.0
1986,1850000.0
1987,736000.0
1988,685000.0
1990,1420000.0
1992,2510000.0
1994,1775000.0
1996,1930000.0
1997,2408000.0
1999,2100000.0
2000,2725000.0
2003,2550000.0
2004,1935000.0
2005,720000.0
2006,840000.0
2007,1630100.0
2008,920000.0
2009,1010000.0
2010,1170000.0
2011,1260000.0
2012,1616000.0
2013,1162000.0
2014,2345000.0
2015,1117000.0
2016,957000.0
2017,1520000.0
2018,1760000.0
2019,1000000.0
2020,920000.0
2021,920000.0
2022,1263000.0
2023,1540000.0
2024,1425000.0
2025,1725000.0
2026,1280000.0
2027,2950000.0
2028,2175000.0
2029,800000.0
2030,1301000.0
2031,2718000.0
2032,2400000.0
2033,2210000.0
2034,1330000.0
2035,2520000.0
2036,1214000.0
2037,1955000.0
2038,885000.0
2039,910000.0
2040,880000.0
2041,1950000.0
2042,1280000.0
2044,1290000.0
2045,1614500.0
2046,1550000.0
2047,1300000.0
2048,2450000.0
2049,1501000.0
2050,1840000.0
2051,1717500.0
2052,1950000.0
2053,1628000.0
2054,1690000.0
2055,1520000.0
2056,1295000.0
2057,1275000.0
2058,1620000.0
2059,890000.0
2060,1506000.0
2061,967500.0
2062,1600000.0
2063,1170000.0
2064,1008000.0
2065,1830000.0
2066,1646000.0
2067,1550000.0
2068,707000.0
2069,1200000.0
2070,1501000.0
2071,950000.0
2072,970000.0
2073,817500.0
2074,1450000.0
2075,1000000.0
2076,588000.0
2077,1420000.0
2078,920000.0
2079,1287000.0
2080,930000.0
2081,650000.0
2082,1360000.0
2083,1423000.0
2084,1900000.0
2086,1430000.0
2087,983500.0
2088,1490000.0
2089,1100000.0
2090,1125000.0
2091,601000.0
2092,1410000.0
2093,1655000.0
2094,1910000.0
2095,1252000.0
2096,1880000.0
2097,896000.0
2098,1802100.0
2099,737000.0
2100,860000.0
2101,1300000.0
2102,1518000.0
2103,1716000.0
2104,1201000.0
2105,1424000.0
2106,1105000.0
2107,1200000.0
2108,1390000.0
2109,1667000.0
2110,1570000.0
2111,1275000.0
2112,1435000.0
2113,1455000.0
2114,620000.0
2115,920000.0
2116,1550000.0
2117,817500.0
2118,1450000.0
2119,1530000.0
2120,1250000.0
2121,1370000.0
2122,1840000.0
2123,1630000.0
2124,680000.0
2125,1151000.0
2126,1441000.0
2127,1510000.0
2128,1500000.0
2129,1508000.0
2130,1966000.0
2131,1400000.0
2132,500000.0
2133,525000.0
2134,647000.0
2135,480000.0
2136,578000.0
2137,546000.0
2138,1365000.0
2139,1750000.0
2140,2830000.0
2141,2625000.0
2142,2170000.0
2143,1300000.0
2144,1700000.0
2145,1520000.0
2146,1417500.0
2147,1925000.0
2148,1577500.0
2149,1460000.0
2150,1065000.0
2151,1160500.0
2152,1170000.0
2153,1314000.0
2154,1030000.0
2155,1225000.0
2156,1450000.0
2157,1774500.0
2158,1960000.0
2159,825000.0
2160,1262000.0
2161,1110000.0
2162,1410000.0
2163,1115000.0
2164,1340000.0
2165,1200000.0
2166,1570000.0
2167,1001000.0
2168,1330000.0
2169,1570000.0
2170,1916000.0
2171,1000000.0
2172,1104000.0
2173,1350000.0
2174,997000.0
2175,1700000.0
2176,960000.0
2177,1550000.0
2178,2450000.0
2179,1507000.0
2180,890000.0
2181,700000.0
2182,1000000.0
2183,865000.0
2184,1002000.0
2185,992000.0
2186,965000.0
2187,920000.0
2188,1301000.0
2189,1260000.0
2190,1460000.0
2191,1000000.0
2192,701000.0
2193,905000.0
2194,988000.0
2195,820000.0
2196,1080000.0
2197,674000.0
2198,740000.0
2199,995000.0
2200,1310000.0
2201,960000.0
2202,1050000.0
2203,1140000.0
2204,1116000.0
2205,745000.0
2206,1240000.0
2207,1120000.0
2208,1051000.0
2209,1170000.0
2210,861000.0
2211,535000.0
2212,800000.0
2213,877000.0
2214,1255000.0
2215,900000.0
2216,1199000.0
2217,1500000.0
2218,1010000.0
2219,1145000.0
2220,755000.0
2221,1275000.0
2222,1200000.0
2223,1095000.0
2224,1138000.0
2225,1050000.0
2226,1740000.0
2227,560000.0
2228,1295000.0
2229,948000.0
2230,920000.0
2231,1165000.0
2232,1201000.0
2233,910000.0
2234,1200000.0
2235,1230000.0
2236,1100000.0
2237,1015000.0
2238,1160000.0
2239,1160000.0
2241,975000.0
2242,1300000.0
2243,1361000.0
2244,1462000.0
2245,780000.0
2246,1250000.0
2247,1115000.0
2248,810000.0
2249,700000.0
2250,962000.0
2251,850000.0
2252,985000.0
2254,805000.0
2255,850000.0
2256,800000.0
2257,950000.0
2258,1270000.0
2259,780000.0
2260,1060000.0
2261,930000.0
2262,1420000.0
2263,1075000.0
2264,1105000.0
2265,1209000.0
2267,1435000.0
2268,1417000.0
2269,1290000.0
2270,1370000.0
2271,1620000.0
2272,1180000.0
2273,1405000.0
2274,880000.0
2275,856000.0
2276,1680000.0
2277,730000.0
2278,1150000.0
2279,1825000.0
2280,1500000.0
2281,641000.0
2282,1250000.0
2283,1652500.0
2284,1250000.0
2285,1660000.0
2286,1000000.0
2287,1460000.0
2288,973000.0
2289,1662500.0
2290,1320000.0
2291,1010000.0
2292,980000.0
2293,850000.0
2294,784000.0
2295,1221000.0
2296,790000.0
2297,955000.0
2298,1010000.0
2299,1202000.0
2300,1000000.0
2301,935500.0
2302,2250000.0
2303,905000.0
2304,860000.0
2305,735000.0
2306,1100000.0
2307,947000.0
2308,865000.0
2309,740000.0
2310,812000.0
2311,766000.0
2312,825000.0
2313,1131000.0
2314,1064000.0
2315,1210000.0
2316,1250000.0
2317,1335000.0
2319,1090000.0
2320,1130000.0
2321,1145000.0
2322,903000.0
2323,1000000.0
2324,1742000.0
2325,865000.0
2326,1278000.0
2327,1000000.0
2328,1030000.0
2329,1136000.0
2330,1061000.0
2331,1155000.0
2332,650000.0
2333,1286000.0
2334,885000.0
2335,1160000.0
2336,1400000.0
2337,1260000.0
2338,841000.0
2339,1130000.0
2340,1120000.0
2341,870000.0
2342,680000.0
2343,725000.0
2344,1250000.0
2345,1008000.0
2346,860000.0
2347,990000.0
2348,635000.0
2349,1020000.0
2350,1025000.0
2351,835000.0
2352,1075000.0
2353,845000.0
2354,1461000.0
2355,770000.0
2356,901000.0
2357,642000.0
2358,975000.0
2359,985000.0
2360,835000.0
2361,951000.0
2362,1370000.0
2363,700000.0
2364,810000.0
2365,810000.0
2366,1150000.0
2367,931000.0
2368,1331000.0
2369,981000.0
2370,830000.0
2371,1194500.0
2372,930000.0
2373,995000.0
2374,790000.0
2375,1180000.0
2376,940500.0
2377,941000.0
2378,775000.0
2379,985000.0
2380,1020000.0
2381,1500000.0
2382,901000.0
2383,990000.0
2384,1455000.0
2385,1250000.0
2386,1790000.0
2387,900000.0
2388,922000.0
2389,1077000.0
2390,880000.0
2391,1525000.0
2392,960000.0
2393,1600000.0
2394,1157000.0
2395,867000.0
2396,1100000.0
2397,862500.0
2398,1020000.0
2399,996000.0
2400,1615000.0
2401,1090000.0
2402,760000.0
2403,900000.0
2404,1285000.0
2405,1400000.0
2406,996000.0
2407,430000.0
2408,1055000.0
2409,1080000.0
2410,1210000.0
2411,1326000.0
2412,975000.0
2413,880000.0
2414,1070000.0
2415,1500000.0
2416,1085000.0
2417,1000000.0
2418,960000.0
2419,895000.0
2420,655000.0
2421,820000.0
2422,735000.0
2423,864000.0
2424,735000.0
2425,860000.0
2426,765000.0
2427,745000.0
2428,1050000.0
2429,782000.0
2430,1009000.0
2431,820000.0
2432,780000.0
2433,707000.0
2434,772000.0
2435,745000.0
2436,750000.0
2437,815000.0
2438,637000.0
2439,780000.0
2440,860000.0
2441,1172000.0
2442,530000.0
2443,2000000.0
2444,650000.0
2445,792000.0
2446,720000.0
2447,970000.0
2448,1240000.0
2449,875000.0
2450,887000.0
2451,770000.0
2452,805000.0
2453,690000.0
2454,850000.0
2455,700000.0
2456,865000.0
2457,867000.0
2458,1011000.0
2459,770000.0
2460,830000.0
2461,926000.0
2462,841000.0
2463,750000.0
2464,890000.0
2465,1260000.0
2466,1430000.0
2467,1015000.0
2468,910000.0
2469,855000.0
2470,1265000.0
2471,1075000.0
2472,981000.0
2473,670000.0
2474,1000000.0
2475,1309000.0
2476,1300000.0
2477,888000.0
2478,1095000.0
2479,1135000.0
2480,900000.0
2481,1297000.0
2482,931000.0
2483,660000.0
2484,667000.0
2485,365000.0
2486,600000.0
2487,680000.0
2488,492000.0
2489,430000.0
2490,565000.0
2491,548000.0
2492,667500.0
2493,1000000.0
2494,607500.0
2495,500000.0
2496,515000.0
2497,510000.0
2498,592500.0
2499,595000.0
2500,510000.0
2501,590000.0
2502,390000.0
2503,505000.0
2504,595000.0
2505,640000.0
2506,480000.0
2507,523000.0
2508,485000.0
2509,632000.0
2510,735000.0
2511,600000.0
2512,552000.0
2513,465000.0
2514,1000000.0
2515,725000.0
2516,1000000.0
2517,895000.0
2518,1015000.0
2519,930000.0
2520,1900000.0
2521,831000.0
2522,1110000.0
2523,1010000.0
2524,855000.0
2525,1253000.0
2526,932000.0
2527,570000.0
2528,877500.0
2529,567000.0
2530,862000.0
2531,985500.0
2532,720000.0
2533,860000.0
2534,720000.0
2535,637000.0
2536,865000.0
2537,760000.0
2538,725000.0
2539,1120000.0
2541,702500.0
2542,662000.0
2543,625500.0
2546,928000.0
2547,730000.0
2549,858000.0
2551,840500.0
2552,1180000.0
2553,1188000.0
2555,678000.0
2556,1071500.0
2557,620000.0
2558,560000.0
2559,665000.0
2560,488000.0
2561,583000.0
2562,669000.0
2563,880000.0
2564,500000.0
2565,510000.0
2566,627000.0
2567,760000.0
2568,595000.0
2569,750000.0
2570,465000.0
2571,614000.0
2572,930000.0
2573,618500.0
2574,727000.0
2575,560000.0
2576,895000.0
2577,632000.0
2578,682000.0
2579,600000.0
2580,650000.0
2581,716000.0
2582,645000.0
2583,570000.0
2584,557000.0
2585,650000.0
2586,665000.0
2587,572000.0
2588,589000.0
2589,635000.0
2590,632000.0
2591,816000.0
2592,1100000.0
2593,980000.0
2594,840000.0
2595,801000.0
2596,955000.0
2597,1255000.0
2598,806000.0
2599,892000.0
2600,915000.0
2601,736000.0
2602,800000.0
2603,854000.0
2604,955000.0
2605,952000.0
2606,1281000.0
2607,871000.0
2609,1403000.0
2610,1408000.0
2611,855000.0
2612,1450000.0
2613,1461800.0
2614,1396000.0
2615,1535000.0
2616,1125000.0
2617,1152000.0
2618,1868000.0
2619,920000.0
2620,1050000.0
2621,910000.0
2623,1225000.0
2624,1316000.0
2625,1400000.0
2626,2168000.0
2627,1430000.0
2628,1250000.0
2629,1300000.0
2630,1468000.0
2631,1275000.0
2632,1200000.0
2633,753000.0
2634,1250000.0
2635,1140000.0
2636,1180000.0
2637,1485000.0
2638,1190000.0
2639,900000.0
2640,1250000.0
2641,1300000.0
2642,522500.0
2643,1510000.0
2644,1460000.0
2645,1462500.0
2646,1430000.0
2647,1350000.0
2648,1250000.0
2649,1460800.0
2650,1152500.0
2651,1650000.0
2652,1474000.0
2653,800000.0
2654,1391000.0
2655,1322000.0
2656,1401000.0
2657,1782000.0
2658,735000.0
2659,1520000.0
2660,990000.0
2661,1020000.0
2662,1100000.0
2663,1202000.0
2664,1362000.0
2665,1810000.0
2666,900000.0
2667,1480000.0
2668,1300000.0
2669,1400000.0
2670,1542000.0
2671,1100000.0
2672,782000.0
2673,1700000.0
2674,1355000.0
2675,1880000.0
2676,1545000.0
2679,1285000.0
2680,1360000.0
2681,1600000.0
2682,1370000.0
2683,1202000.0
2684,885000.0
2685,1616000.0
2686,1060000.0
2687,1250000.0
2688,1345000.0
2689,1430000.0
2690,1663000.0
2691,1400000.0
2692,780000.0
2693,1530000.0
2694,1420000.0
2695,1375000.0
2696,1820000.0
2697,1255000.0
2698,1540500.0
2699,1200000.0
2700,1410000.0
2701,1260000.0
2703,1760000.0
2704,1662000.0
2705,1504000.0
2706,1369000.0
2707,1451000.0
2708,1385000.0
2709,1310000.0
2710,1530000.0
2711,1390000.0
2712,1423000.0
2713,1735000.0
2714,1655000.0
2715,1225000.0
2716,1460000.0
2717,1482000.0
2718,1470000.0
2719,1381000.0
2720,1620000.0
2721,1209000.0
2722,1730000.0
2723,1510000.0
2724,1600000.0
2725,1330000.0
2726,1320000.0
2727,1408000.0
2728,1310000.0
2729,1890000.0
2730,902000.0
2731,630000.0
2732,1328000.0
2733,904000.0
2734,900000.0
2735,718500.0
2736,1200000.0
2737,775000.0
2738,1901000.0
2739,1650000.0
2740,1816000.0
2741,2050000.0
2742,1930000.0
2744,2600000.0
2745,1601000.0
2746,1100000.0
2748,2012000.0
2750,1750000.0
2753,1300000.0
2754,1440000.0
2756,1925000.0
2757,900000.0
2758,1625000.0
2759,906000.0
2760,930000.0
2761,1755000.0
2762,1400000.0
2763,1240000.0
2764,1805000.0
2765,800000.0
2766,965000.0
2767,2600000.0
2768,900000.0
2769,1390000.0
2770,1071000.0
2771,1800000.0
2772,2345000.0
2773,2160000.0
2774,3000000.0
2775,1650000.0
2776,1750000.0
2777,1450000.0
2778,2806000.0
2779,1450000.0
2780,2600000.0
2781,895000.0
2782,2050000.0
2783,1605000.0
2784,1940000.0
2785,1460000.0
2786,1060000.0
2787,1970000.0
2788,1975000.0
2789,2105000.0
2790,2410000.0
2791,975000.0
2792,805000.0
2794,842000.0
2795,840000.0
2796,1065000.0
2798,810000.0
2799,861000.0
2800,855000.0
2801,855000.0
2802,830000.0
2803,762000.0
2805,1054000.0
2806,566000.0
2807,1085000.0
2808,915000.0
2810,810000.0
2811,1060000.0
2812,967500.0
2813,890000.0
2814,895000.0
2815,925000.0
2816,792000.0
2817,900000.0
2818,850000.0
2819,850000.0
2820,881017.0
2821,1115000.0
2823,525000.0
2824,2116000.0
2825,1395000.0
2829,680000.0
2830,1911000.0
2831,1050000.0
2832,660000.0
2833,575000.0
2834,640000.0
2835,1180000.0
2837,1700000.0
2839,1625000.0
2842,2400000.0
2843,390000.0
2844,1675000.0
2845,470000.0
2846,932000.0
2847,2200000.0
2848,920000.0
2849,1830000.0
2851,1925000.0
2853,1260000.0
2854,695000.0
2855,1520000.0
2856,2275000.0
2859,695500.0
2860,1255000.0
2861,550000.0
2862,902000.0
2863,1410000.0
2864,1360000.0
2868,635000.0
2869,630000.0
2870,930000.0
2871,720000.0
2872,715000.0
2873,670000.0
2874,1800000.0
2876,437000.0
2877,660000.0
2878,620000.0
2879,598000.0
2880,650000.0
2881,660000.0
2882,568000.0
2883,680000.0
2884,500000.0
2885,573000.0
2886,528000.0
2887,545000.0
2888,452500.0
2889,490000.0
2890,392250.0
2891,550000.0
2892,561000.0
2893,556000.0
2894,552000.0
2895,600000.0
2896,630000.0
2897,1012000.0
2898,565000.0
2899,600000.0
2900,545000.0
2901,658000.0
2902,500000.0
2903,560000.0
2904,652000.0
2905,557500.0
2906,641000.0
2907,291000.0
2908,600000.0
2909,647000.0
2910,678000.0
2911,681000.0
2912,646000.0
2913,625000.0
2914,552500.0
2915,810000.0
2916,1425000.0
2917,660000.0
2918,980000.0
2919,1295000.0
2920,1900000.0
2921,911000.0
2922,900000.0
2923,1965000.0
2924,840000.0
2925,702500.0
2926,960000.0
2927,1800000.0
2928,1250000.0
2929,1365000.0
2930,1130000.0
2931,1315000.0
2932,2390000.0
2933,1240000.0
2934,2800000.0
2935,645000.0
2936,2620000.0
2937,1226000.0
2938,825000.0
2939,1402000.0
2940,897000.0
2941,1240000.0
2943,855000.0
2944,1775000.0
2945,1275000.0
2946,1800000.0
2947,1590000.0
2948,1385000.0
2949,650000.0
2950,1000000.0
2951,980000.0
2952,585000.0
2953,1295000.0
2954,720000.0
2955,732500.0
2956,1635000.0
2957,980000.0
2958,840000.0
2959,1001000.0
2960,800000.0
2961,1575000.0
2962,1467000.0
2963,770000.0
2964,870000.0
2965,1500000.0
2966,1266000.0
2967,1134000.0
2968,1756000.0
2969,650000.0
2970,1065000.0
2971,667000.0
2972,1610000.0
2973,1695000.0
2974,930000.0
2975,1870000.0
2976,1726000.0
2977,1050000.0
2978,1470000.0
2979,1475000.0
2980,750000.0
2981,1600000.0
2982,1535000.0
2983,1400000.0
2984,1460000.0
2985,405000.0
2986,740000.0
2987,691000.0
2988,2355000.0
2989,1560000.0
2990,1330000.0
2991,1625000.0
2992,1150000.0
2993,1085000.0
2994,1800000.0
2995,645000.0
2996,1630000.0
2997,935000.0
2998,1811000.0
2999,1500000.0
3000,1290000.0
3001,1045000.0
3002,1290000.0
3003,953000.0
3004,1270000.0
3005,1445000.0
3006,1113000.0
3007,1505000.0
3008,1700000.0
3009,1070000.0
3010,745000.0
3011,1400000.0
3012,2020000.0
3013,1400000.0
3014,700000.0
3015,1652000.0
3016,1131000.0
3017,1607500.0
3018,1400000.0
3019,1720000.0
3020,983000.0
3021,707000.0
3022,700000.0
3023,960000.0
3024,1325000.0
3025,762000.0
3026,900000.0
3027,2210000.0
3028,1100000.0
3029,1195000.0
3030,1155000.0
3031,1200000.0
3032,930000.0
3033,1980000.0
3034,850000.0
3035,1398000.0
3036,2165000.0
3037,1280000.0
3038,1165000.0
3039,2050000.0
3040,1500000.0
3041,1550000.0
3042,1620000.0
3043,1002000.0
3044,1875000.0
3045,2100000.0
3046,900000.0
3047,1500000.0
3048,993000.0
3049,1150000.0
3050,1600000.0
3051,1710000.0
3053,1240000.0
3054,1580000.0
3055,1580000.0
3056,1320000.0
3057,1360000.0
3058,1605000.0
3059,712000.0
3060,1291000.0
3061,810000.0
3062,685000.0
3063,445000.0
3064,1535000.0
3065,801000.0
3066,1170000.0
3067,810000.0
3068,1422000.0
3069,1430000.0
3070,1345000.0
3071,800000.0
3072,787500.0
3073,685000.0
3074,652500.0
3075,1300000.0
3076,925000.0
3077,520000.0
3078,1300000.0
3079,810000.0
3080,970000.0
3081,1110000.0
3082,1115000.0
3083,820000.0
3084,750000.0
3085,2200000.0
3086,1390000.0
3087,1050000.0
3088,1410000.0
3089,1250000.0
3090,1350000.0
3091,1125000.0
3092,1064000.0
3093,1220000.0
3094,1160000.0
3095,846000.0
3096,1730000.0
3097,1700000.0
3098,750000.0
3099,2350000.0
3100,1350000.0
3101,2000000.0
3102,1010000.0
3103,1055000.0
3104,1510000.0
3105,1145000.0
3106,1375000.0
3107,1500000.0
3108,1550000.0
3109,1200000.0
3110,1800000.0
3111,1492000.0
3112,1255000.0
3113,1300000.0
3114,1280000.0
3115,670000.0
3116,645000.0
3117,687000.0
3118,378000.0
3119,585000.0
3120,662000.0
3121,615000.0
3122,650000.0
3123,665000.0
3124,640000.0
3125,526000.0
3126,540000.0
3127,625000.0
3128,681000.0
3129,690000.0
3130,640000.0
3131,660000.0
3132,783000.0
3133,635000.0
3134,553500.0
3135,619000.0
3136,460000.0
3137,570500.0
3138,615000.0
3139,751000.0
3140,609000.0
3141,605000.0
3142,691500.0
3143,850000.0
3144,650000.0
3145,750000.0
3146,650000.0
3147,771000.0
3148,400000.0
3149,527000.0
3151,515000.0
3152,617000.0
3153,550000.0
3154,643000.0
3155,782000.0
3156,640000.0
3157,470000.0
3158,700500.0
3159,532000.0
3160,575000.0
3161,562000.0
3162,620000.0
3163,655000.0
3164,652500.0
3165,1010000.0
3166,480000.0
3167,700000.0
3168,660000.0
3169,741000.0
3170,949500.0
3171,698000.0
3172,687000.0
3173,670000.0
3175,730000.0
3176,725000.0
3177,668000.0
3178,720000.0
3179,700000.0
3180,712000.0
3181,775000.0
3182,821000.0
3183,1018000.0
3184,761000.0
3185,650000.0
3186,710000.0
3187,800000.0
3188,805000.0
3189,786000.0
3190,900000.0
3191,700000.0
3192,750000.0
3193,830000.0
3194,661000.0
3195,680000.0
3196,670000.0
3197,874000.0
3198,663500.0
3200,1100000.0
3204,850000.0
3205,740000.0
3206,861000.0
3207,760000.0
3208,890000.0
3209,760000.0
3210,820000.0
3211,797000.0
3212,770000.0
3213,875000.0
3214,791100.0
3215,775000.0
3216,594000.0
3217,1000000.0
3218,1780000.0
3219,947500.0
3221,1481000.0
3222,2200000.0
3223,1250000.0
3224,1315000.0
3225,1950000.0
3226,1620000.0
3227,1600000.0
3228,1122000.0
3229,1300000.0
3230,800000.0
3231,677000.0
3232,1350000.0
3233,1050000.0
3234,2300000.0
3235,1300000.0
3236,860000.0
3237,870000.0
3238,1116000.0
3239,1450000.0
3240,1000000.0
3241,770000.0
3242,1008000.0
3243,1015000.0
3244,1371000.0
3245,1055000.0
3246,1286000.0
3247,1655000.0
3248,1181000.0
3249,1600000.0
3250,990000.0
3251,1950000.0
3253,1785000.0
3254,1315000.0
3255,1210000.0
3256,1255000.0
3257,1700000.0
3258,1290000.0
3259,875000.0
3260,1851000.0
3261,899000.0
3262,2300000.0
3263,937500.0
3264,1710000.0
3265,1600000.0
3266,1300000.0
3267,1300000.0
3268,1300000.0
3269,1581000.0
3270,1283000.0
3271,1325000.0
3272,1200000.0
3273,846000.0
3274,1345000.0
3275,1802500.0
3276,1625000.0
3277,2555000.0
3278,1055000.0
3279,950000.0
3280,1350000.0
3281,1100000.0
3282,1600000.0
3283,1270000.0
3284,1275000.0
3285,1680000.0
3286,1321000.0
3287,960000.0
3288,1502000.0
3289,1385000.0
3290,1400000.0
3291,1870000.0
3292,1620000.0
3293,865500.0
3294,870000.0
3295,1130000.0
3296,1110000.0
3297,950000.0
3298,730000.0
3299,855000.0
3300,860000.0
3301,1012000.0
3302,885000.0
3303,1315000.0
3304,1700000.0
3305,1100000.0
3306,957000.0
3307,850000.0
3308,1115000.0
3309,1100000.0
3310,1250000.0
3311,953000.0
3312,940000.0
3313,1550000.0
3314,1205000.0
3315,1085000.0
3316,1060000.0
3317,2268000.0
3318,1340000.0
3319,990000.0
3320,1220000.0
3321,1090000.0
3322,1500000.0
3323,820000.0
3324,1100000.0
3325,585000.0
3326,1225000.0
3327,1003000.0
3328,1362000.0
3329,876000.0
3330,841000.0
3331,910000.0
3332,752000.0
3333,1155000.0
3334,930000.0
3335,1290000.0
3336,775000.0
3337,900000.0
3339,775000.0
3340,760000.0
3341,575000.0
3342,1100000.0
3343,932000.0
3344,780000.0
3345,615000.0
3346,747000.0
3347,1045000.0
3348,775000.0
3349,860500.0
3350,875000.0
3351,711000.0
3352,690500.0
3353,747000.0
3354,858000.0
3355,835000.0
3356,661000.0
3357,757500.0
3358,850000.0
3359,740000.0
3360,980000.0
3361,800000.0
3362,823000.0
3363,1225000.0
3364,886500.0
3365,767500.0
3366,815000.0
3367,1450000.0
3368,745000.0
3369,716000.0
3370,1320000.0
3371,885000.0
3373,1375000.0
3374,1270000.0
3375,871000.0
3376,831000.0
3377,895000.0
3378,910000.0
3379,1100000.0
3380,991000.0
3381,900000.0
3382,891000.0
3383,800000.0
3384,942000.0
3385,1320000.0
3386,755000.0
3387,750000.0
3388,1372000.0
3389,850500.0
3390,764000.0
3391,1177000.0
3392,1131000.0
3393,1205000.0
3394,1020000.0
3395,1234000.0
3396,742000.0
3397,1011000.0
3398,730000.0
3399,950000.0
3400,1350000.0
3401,950000.0
3402,1078000.0
3403,1197000.0
3404,1000000.0
3405,1065000.0
3406,700000.0
3407,545000.0
3408,570000.0
3409,491000.0
3410,566000.0
3411,740000.0
3412,565000.0
3413,610000.0
3414,506000.0
3415,755000.0
3416,600500.0
3417,680000.0
3418,655000.0
3419,695000.0
3420,938000.0
3421,650000.0
3422,550000.0
3423,690000.0
3424,634000.0
3425,515000.0
3426,755000.0
3428,810000.0
3429,850000.0
3430,665000.0
3432,910000.0
3433,980000.0
3434,750000.0
3435,625000.0
3436,691000.0
3437,675000.0
3438,660000.0
3439,653000.0
3440,635000.0
3441,749000.0
3442,629000.0
3443,452500.0
3444,645000.0
3445,627000.0
3446,670000.0
3447,650000.0
3448,660000.0
3449,625000.0
3450,586000.0
3451,1735000.0
3452,1699000.0
3455,1800000.0
3456,1998000.0
3458,1780000.0
3459,1530000.0
3460,1900000.0
3461,1500000.0
3462,1360000.0
3463,2175000.0
3464,2325000.0
3465,2538000.0
3466,1600000.0
3467,2100000.0
3468,2115000.0
3469,1700000.0
3471,1750000.0
3472,967500.0
3473,2077000.0
3475,1550000.0
3476,2250000.0
3477,1162000.0
3478,2020000.0
3479,845000.0
3480,1510000.0
3481,2010000.0
3482,1625000.0
3483,1800000.0
3484,1820000.0
3485,2376000.0
3486,1020000.0
3487,1456000.0
3488,1875000.0
3489,1430000.0
3490,2000000.0
3491,1550000.0
3492,1960000.0
3493,1700000.0
3494,1220000.0
3495,1375000.0
3496,920000.0
3497,1350000.0
3498,1280000.0
3499,1825000.0
3500,2825000.0
3501,2825000.0
3502,2016000.0
3504,1710000.0
3505,1770000.0
3506,1765000.0
3507,2000000.0
3508,1600000.0
3509,1880000.0
3510,2352500.0
3512,2625000.0
3513,1650000.0
3514,690000.0
3515,1200000.0
3517,1950000.0
3518,2200000.0
3519,1751000.0
3520,1857000.0
3521,1500000.0
3522,2725000.0
3523,1723000.0
3524,2800000.0
3525,1665000.0
